2024-10-01 - {'entrada_dinheiro': 434.0, 'entrada_cartao': 75.0, 'sangria': 0, 'caixa restante': 639.5}
2024-10-01 - {'entrada_dinheiro': 434.0, 'entrada_cartao': 75.0, 'sangria': 0, 'caixa restante': '12'}
2024-10-01 - {'entrada_dinheiro': 434.0, 'entrada_cartao': 75.0, 'sangria': 0, 'caixa restante': '78'}
2024-10-01 - {'entrada_dinheiro': 434.0, 'entrada_cartao': 75.0, 'sangria': 0, 'caixa restante': '78'}
2024-10-01 - {'entrada_dinheiro': 434.0, 'entrada_cartao': 75.0, 'sangria': 0, 'caixa restante': '89'}
2024-10-01 - {'entrada_dinheiro': 434.0, 'entrada_cartao': 75.0, 'sangria': 0, 'caixa restante': '23'}
2024-10-01 - {'entrada_dinheiro': 434.0, 'entrada_cartao': 75.0, 'sangria': 0, 'caixa restante': '10'}
2024-10-13 - {'entrada_dinheiro': 0, 'entrada_cartao': 0, 'sangria': 0, 'caixa_restante': '25'}
2024-10-13 - {'entrada_dinheiro': 0, 'entrada_cartao': 0, 'sangria': 0, 'caixa_restante': '32'}
2024-10-13 - {'entrada_dinheiro': 0, 'entrada_cartao': 0, 'sangria': 0, 'caixa_restante': '63'}
2024-10-13 - {'entrada_dinheiro': 146.0, 'entrada_cartao': 0, 'sangria': 0, 'caixa_restante': '5'}
2024-10-13 - {'entrada_dinheiro': 146.0, 'entrada_cartao': 0, 'sangria': 0, 'caixa_restante': '15'}
2024-10-13 - {'entrada_dinheiro': 146.0, 'entrada_cartao': 0, 'sangria': 0, 'caixa_restante': '15'}
2024-10-13 - {'entrada_dinheiro': 146.0, 'entrada_cartao': 0, 'sangria': 0, 'caixa_restante': '15'}
2024-10-20 - {'entrada_dinheiro': 2646.789999999999, 'entrada_cartao': 4947.109999999991, 'sangrias': 45.0, 'suprimentos': 0, 'caixa_restante': '200'}
2024-10-20 - {'entrada_dinheiro': 2646.789999999999, 'entrada_cartao': 4947.109999999991, 'sangrias': 545.0, 'suprimentos': 100.0, 'caixa_restante': '15'}
2024-10-20 - {'entrada_dinheiro': 2646.789999999999, 'entrada_cartao': 4947.109999999991, 'sangrias': 545.0, 'suprimentos': 100.0, 'caixa_restante': '0'}
2024-11-02 - {'entrada_dinheiro': 0, 'entrada_cartao': 0, 'sangrias': 0, 'suprimentos': 0, 'caixa_restante': '5'}
2024-11-02 - {'entrada_dinheiro': 0, 'entrada_cartao': 0, 'sangrias': 0, 'suprimentos': 0, 'caixa_restante': '5'}
2024-11-03 - {'entrada_dinheiro': 938.8800000000001, 'entrada_cartao': 3259.509999999997, 'sangrias': 50.0, 'suprimentos': 100.0, 'caixa_restante': '5'}
2024-11-03 - {'entrada_dinheiro': 943.8800000000001, 'entrada_cartao': 3269.509999999997, 'sangrias': 150.0, 'suprimentos': 100.0, 'caixa_restante': '10'}
2024-11-03 - {'entrada_dinheiro': 1493.5700000000004, 'entrada_cartao': 4657.929999999993, 'sangrias': 150.0, 'suprimentos': 100.0, 'caixa_restante': '5'}
2024-11-03 - {'entrada_dinheiro': 1493.5700000000004, 'entrada_cartao': 4657.929999999993, 'sangrias': 150.0, 'suprimentos': 100.0, 'caixa_restante': '10'}
2024-11-03 - {'entrada_dinheiro': 1720.5100000000004, 'entrada_cartao': 5769.869999999992, 'sangrias': 150.0, 'suprimentos': 100.0, 'caixa_restante': '300'}
2024-11-04 - {'entrada_dinheiro': 1142.9400000000003, 'entrada_cartao': 3193.619999999998, 'sangrias': 0, 'suprimentos': 0, 'caixa_restante': '300'}
2024-11-05 - {'entrada_dinheiro': 1296.5899999999997, 'entrada_cartao': 2826.6599999999994, 'sangrias': 0, 'suprimentos': 0, 'caixa_restante': '250'}
2024-11-06 - {'entrada_dinheiro': 1193.2100000000005, 'entrada_cartao': 3384.79, 'sangrias': 0, 'suprimentos': 0, 'caixa_restante': '300'}
2024-11-07 - {'entrada_dinheiro': 1218.33, 'entrada_cartao': 4823.070000000001, 'sangrias': 0, 'suprimentos': 0, 'caixa_restante': '250'}
2024-11-09 - {'entrada_dinheiro': 0, 'entrada_cartao': 0, 'sangrias': 0, 'suprimentos': 0, 'caixa_restante': '300'}
2024-11-09 - {'entrada_dinheiro': 1600.4700000000003, 'entrada_cartao': 5388.049999999992, 'sangrias': 0, 'suprimentos': 0, 'caixa_restante': '250'}
2024-11-10 - {'entrada_dinheiro': 2291.2699999999995, 'entrada_cartao': 5500.4999999999945, 'sangrias': 0, 'suprimentos': 0, 'caixa_restante': '250'}
2024-11-11 - {'entrada_dinheiro': 1224.6100000000004, 'entrada_cartao': 3854.4299999999985, 'sangrias': 0, 'suprimentos': 0, 'caixa_restante': '300'}
2024-11-12 - {'entrada_dinheiro': 792.2200000000003, 'entrada_cartao': 2373.139999999999, 'sangrias': 0, 'suprimentos': 0, 'caixa_restante': '300'}
2024-11-13 - {'entrada_dinheiro': 1103.3100000000002, 'entrada_cartao': 3139.8699999999985, 'sangrias': 0, 'suprimentos': 0, 'caixa_restante': '300'}
2024-11-14 - {'entrada_dinheiro': 1359.6300000000003, 'entrada_cartao': 3445.219999999998, 'sangrias': 0, 'suprimentos': 0, 'caixa_restante': '250'}
2024-11-15 - {'entrada_dinheiro': 1402.47, 'entrada_cartao': 5863.299999999996, 'sangrias': 0, 'suprimentos': 0, 'caixa_restante': '300'}
2024-11-16 - {'entrada_dinheiro': 1502.3900000000006, 'entrada_cartao': 5534.379999999993, 'sangrias': 0, 'suprimentos': 0, 'caixa_restante': '300'}
2024-11-17 - {'entrada_dinheiro': 1977.51, 'entrada_cartao': 6392.519999999996, 'sangrias': 0, 'suprimentos': 0, 'caixa_restante': '250'}
